% 1. Title: Mushroom Database
%
% 2. Sources:
%	(a) Mushroom records drawn from The Audubon Society Field Guide to North
%	American Mushrooms (1981). G. H. Lincoff (Pres.), New York: Alfred
%	A. Knopf
%	(b) Donor: Jeff Schlimmer (Jeffrey.Schlimmer@a.gp.cs.cmu.edu)
%	(c) Date: 27 April 1987


@relation mushroom.database

@attribute class {edible, poisonous}
@attribute cap-shape {bell, conical, convex, flat, knobbed, sunken}
@attribute cap-surface {fibrous, grooves, scaly, smooth}
@attribute cap-color {brown, buff, cinnamon, gray, green, pink, purple, red, white, yellow}
@attribute presence_of_bruises {bruises, no}
@attribute odor {almond, anise, creosote, fishy, foul, musty, none, pungent, spicy}
@attribute gill-spacing {close, crowded}
@attribute gill-size {broad, narrow}
@attribute gill-color {black, brown, buff, chocolate, gray, green, orange, pink, purple, red, white, yellow}
@attribute stalk-shape {enlarging, tapering}
@attribute stalk-root {bulbous, club, equal, rooted}
@attribute stalk-surface-above-ring {fibrous, scaly, silky, smooth}
@attribute stalk-surface-below-ring {fibrous, scaly, silky, smooth}
@attribute stalk-color-above-ring {brown, buff, cinnamon, gray, orange, pink, red, white, yellow}
@attribute stalk-color-below-ring {brown, buff, cinnamon, gray, orange, pink, red, white, yellow}
@attribute ring-number {none, one, two}
@attribute ring-type {evanescent, flaring, large, none, pendant}
@attribute spore-print-color {black, brown, buff, chocolate, green, orange, purple, white, yellow}
@attribute population {abundant, clustered, numerous, scattered, several, solitary}
@attribute habitat {grasses, leaves, meadows, paths, urban, waste, woods}

@data
edible,convex,fibrous,white,no,none,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,one,evanescent,black,scattered,grasses
edible,convex,smooth,white,bruises,anise,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,one,pendant,brown,several,woods
edible,bell,smooth,white,bruises,anise,close,broad,white,enlarging,club,smooth,smooth,white,white,one,pendant,brown,scattered,meadows
edible,flat,smooth,yellow,bruises,almond,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,one,pendant,brown,several,woods
edible,convex,smooth,yellow,bruises,almond,close,broad,black,enlarging,club,smooth,smooth,white,white,one,pendant,brown,numerous,meadows
edible,flat,fibrous,gray,no,none,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,one,pendant,brown,solitary,urban
edible,bell,smooth,yellow,bruises,almond,close,broad,brown,enlarging,club,smooth,smooth,white,white,one,pendant,black,scattered,grasses
edible,convex,smooth,white,bruises,anise,close,broad,gray,enlarging,club,smooth,smooth,white,white,one,pendant,brown,numerous,meadows
edible,convex,scaly,white,bruises,anise,close,broad,brown,enlarging,club,smooth,smooth,white,white,one,pendant,brown,scattered,meadows
edible,flat,smooth,white,bruises,almond,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white,one,pendant,brown,several,woods
edible,convex,scaly,yellow,bruises,anise,close,broad,white,enlarging,club,smooth,smooth,white,white,one,pendant,brown,scattered,grasses
edible,bell,smooth,white,bruises,anise,close,broad,white,enlarging,club,smooth,smooth,white,white,one,pendant,black,scattered,grasses
edible,convex,smooth,white,bruises,almond,close,broad,gray,enlarging,club,smooth,smooth,white,white,one,pendant,black,numerous,grasses
edible,convex,fibrous,white,no,none,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,one,evanescent,black,scattered,grasses
edible,flat,scaly,brown,bruises,anise,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,one,pendant,black,solitary,paths
poisonous,convex,smooth,white,bruises,pungent,close,narrow,black,enlarging,equal,smooth,smooth,white,white,one,pendant,brown,several,urban
edible,bell,smooth,white,bruises,almond,close,broad,brown,enlarging,club,smooth,smooth,white,white,one,pendant,brown,numerous,grasses
edible,bell,smooth,white,bruises,almond,close,broad,black,enlarging,club,smooth,smooth,white,white,one,pendant,black,scattered,meadows
edible,bell,scaly,white,bruises,anise,close,broad,brown,enlarging,club,smooth,smooth,white,white,one,pendant,brown,numerous,grasses
edible,bell,scaly,white,bruises,almond,close,broad,white,enlarging,club,smooth,smooth,white,white,one,pendant,black,numerous,grasses
edible,convex,smooth,yellow,bruises,almond,close,broad,white,enlarging,club,smooth,smooth,white,white,one,pendant,black,scattered,grasses
edible,bell,smooth,white,bruises,anise,close,broad,white,enlarging,club,smooth,smooth,white,white,one,pendant,black,numerous,meadows
edible,convex,fibrous,yellow,bruises,almond,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white,one,pendant,brown,several,woods
edible,convex,fibrous,gray,no,none,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,one,pendant,brown,solitary,urban
edible,flat,scaly,yellow,bruises,almond,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,one,pendant,brown,scattered,grasses
edible,bell,smooth,white,bruises,anise,close,broad,brown,enlarging,club,smooth,smooth,white,white,one,pendant,black,numerous,meadows
edible,convex,smooth,yellow,bruises,almond,close,broad,gray,enlarging,club,smooth,smooth,white,white,one,pendant,black,scattered,grasses
edible,convex,scaly,yellow,bruises,almond,close,broad,black,enlarging,club,smooth,smooth,white,white,one,pendant,black,scattered,grasses
edible,convex,scaly,white,bruises,anise,close,broad,white,enlarging,club,smooth,smooth,white,white,one,pendant,brown,scattered,grasses
edible,sunken,fibrous,gray,no,none,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,one,pendant,brown,several,urban
edible,convex,smooth,white,bruises,almond,close,broad,brown,enlarging,club,smooth,smooth,white,white,one,pendant,brown,numerous,meadows
poisonous,convex,smooth,white,bruises,pungent,close,narrow,black,enlarging,equal,smooth,smooth,white,white,one,pendant,black,scattered,grasses
edible,convex,scaly,yellow,bruises,almond,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,one,pendant,brown,scattered,grasses
edible,flat,fibrous,white,bruises,almond,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,one,pendant,brown,several,woods
edible,convex,scaly,white,bruises,anise,close,broad,gray,enlarging,club,smooth,smooth,white,white,one,pendant,black,numerous,meadows
edible,bell,scaly,white,bruises,anise,close,broad,brown,enlarging,club,smooth,smooth,white,white,one,pendant,black,scattered,grasses
edible,convex,smooth,white,bruises,almond,close,broad,gray,enlarging,club,smooth,smooth,white,white,one,pendant,brown,numerous,grasses
edible,convex,smooth,yellow,bruises,almond,close,broad,gray,enlarging,club,smooth,smooth,white,white,one,pendant,brown,scattered,grasses
poisonous,convex,scaly,brown,bruises,pungent,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,one,pendant,black,several,urban
edible,bell,smooth,yellow,bruises,almond,close,broad,brown,enlarging,club,smooth,smooth,white,white,one,pendant,brown,numerous,grasses
edible,convex,fibrous,gray,no,none,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,one,pendant,black,solitary,urban
poisonous,convex,scaly,white,bruises,pungent,close,narrow,black,enlarging,equal,smooth,smooth,white,white,one,pendant,black,scattered,urban
edible,convex,scaly,yellow,bruises,anise,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,one,pendant,brown,solitary,paths
edible,flat,fibrous,brown,no,none,close,narrow,black,enlarging,equal,smooth,smooth,white,white,one,pendant,black,several,urban
edible,bell,smooth,white,bruises,anise,close,broad,black,enlarging,club,smooth,smooth,white,white,one,pendant,brown,numerous,grasses
edible,convex,fibrous,white,bruises,anise,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,one,pendant,brown,several,woods
edible,convex,scaly,white,bruises,anise,close,broad,white,enlarging,club,smooth,smooth,white,white,one,pendant,black,scattered,grasses
edible,bell,scaly,yellow,bruises,anise,close,broad,brown,enlarging,club,smooth,smooth,white,white,one,pendant,brown,scattered,grasses
edible,convex,scaly,yellow,bruises,anise,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,one,pendant,black,scattered,grasses
edible,flat,scaly,yellow,bruises,almond,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,one,pendant,black,scattered,paths
edible,flat,scaly,yellow,bruises,almond,close,broad,white,enlarging,rooted,smooth,scaly,white,white,one,pendant,black,solitary,paths
edible,convex,smooth,white,bruises,anise,close,broad,white,enlarging,club,smooth,smooth,white,white,one,pendant,black,scattered,grasses
edible,convex,smooth,white,bruises,almond,close,broad,white,enlarging,club,smooth,smooth,white,white,one,pendant,brown,numerous,meadows
poisonous,convex,smooth,white,bruises,pungent,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,one,pendant,black,several,urban
edible,flat,fibrous,white,bruises,almond,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,one,pendant,purple,several,woods
edible,convex,smooth,white,bruises,anise,close,broad,white,enlarging,club,smooth,smooth,white,white,one,pendant,brown,scattered,grasses
edible,convex,smooth,white,bruises,anise,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,one,pendant,purple,several,woods
edible,convex,scaly,white,bruises,almond,close,broad,brown,enlarging,club,smooth,smooth,white,white,one,pendant,black,scattered,meadows
edible,flat,scaly,yellow,bruises,anise,close,broad,white,enlarging,rooted,smooth,scaly,white,white,one,pendant,black,solitary,paths
edible,convex,smooth,brown,no,none,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,one,evanescent,black,scattered,grasses
edible,flat,scaly,yellow,bruises,almond,close,broad,white,enlarging,rooted,smooth,scaly,white,white,one,pendant,brown,solitary,grasses
poisonous,convex,smooth,brown,bruises,pungent,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,one,pendant,brown,scattered,grasses
edible,sunken,fibrous,brown,no,none,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,one,pendant,brown,several,urban
edible,bell,scaly,yellow,bruises,anise,close,broad,white,enlarging,club,smooth,smooth,white,white,one,pendant,brown,scattered,meadows
edible,bell,smooth,white,bruises,anise,close,broad,brown,enlarging,club,smooth,smooth,white,white,one,pendant,brown,scattered,grasses
edible,bell,scaly,white,bruises,anise,close,broad,black,enlarging,club,smooth,smooth,white,white,one,pendant,brown,numerous,meadows
edible,flat,fibrous,brown,no,none,close,narrow,black,enlarging,equal,smooth,smooth,white,white,one,pendant,brown,several,urban
edible,convex,smooth,white,bruises,almond,close,broad,white,enlarging,club,smooth,smooth,white,white,one,pendant,black,numerous,meadows
edible,bell,scaly,white,bruises,anise,close,broad,gray,enlarging,club,smooth,smooth,white,white,one,pendant,black,numerous,grasses
edible,bell,scaly,white,bruises,almond,close,broad,gray,enlarging,club,smooth,smooth,white,white,one,pendant,brown,numerous,meadows
edible,flat,scaly,brown,bruises,anise,close,broad,white,enlarging,rooted,smooth,scaly,white,white,one,pendant,brown,scattered,grasses
poisonous,convex,scaly,white,bruises,pungent,close,narrow,black,enlarging,equal,smooth,smooth,white,white,one,pendant,black,several,grasses
edible,convex,smooth,white,bruises,almond,close,broad,brown,enlarging,club,smooth,smooth,white,white,one,pendant,brown,numerous,grasses
edible,convex,scaly,white,bruises,almond,close,broad,brown,enlarging,club,smooth,smooth,white,white,one,pendant,brown,scattered,meadows
edible,flat,fibrous,white,bruises,anise,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,one,pendant,purple,several,woods
edible,flat,fibrous,gray,no,none,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,one,pendant,black,several,urban
edible,flat,smooth,gray,no,none,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,one,evanescent,black,abundant,grasses
edible,convex,scaly,yellow,bruises,almond,close,broad,gray,enlarging,club,smooth,smooth,white,white,one,pendant,brown,scattered,meadows
edible,bell,smooth,white,bruises,almond,close,broad,black,enlarging,club,smooth,smooth,white,white,one,pendant,brown,scattered,meadows
poisonous,flat,scaly,brown,bruises,pungent,close,narrow,white,enlarging,equal,smooth,smooth,white,white,one,pendant,black,scattered,urban
edible,convex,smooth,white,bruises,anise,close,broad,brown,enlarging,club,smooth,smooth,white,white,one,pendant,black,numerous,meadows
poisonous,flat,smooth,brown,bruises,pungent,close,narrow,white,enlarging,equal,smooth,smooth,white,white,one,pendant,black,several,urban
edible,convex,scaly,white,bruises,anise,close,broad,black,enlarging,club,smooth,smooth,white,white,one,pendant,brown,scattered,grasses
edible,convex,scaly,yellow,bruises,almond,close,broad,black,enlarging,club,smooth,smooth,white,white,one,pendant,brown,numerous,meadows
edible,flat,scaly,yellow,bruises,almond,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,one,pendant,brown,scattered,paths
edible,convex,scaly,brown,bruises,almond,close,broad,white,enlarging,rooted,smooth,scaly,white,white,one,pendant,brown,scattered,paths
edible,flat,scaly,brown,bruises,almond,close,broad,white,enlarging,rooted,smooth,scaly,white,white,one,pendant,brown,solitary,grasses
edible,convex,scaly,white,bruises,almond,close,broad,white,enlarging,club,smooth,smooth,white,white,one,pendant,brown,numerous,meadows
edible,flat,fibrous,brown,no,none,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,one,evanescent,black,scattered,grasses
edible,convex,smooth,yellow,bruises,anise,close,broad,black,enlarging,club,smooth,smooth,white,white,one,pendant,brown,numerous,meadows
poisonous,convex,scaly,white,bruises,pungent,close,narrow,white,enlarging,equal,smooth,smooth,white,white,one,pendant,brown,scattered,grasses
edible,bell,scaly,yellow,bruises,almond,close,broad,brown,enlarging,club,smooth,smooth,white,white,one,pendant,brown,numerous,meadows
edible,sunken,fibrous,brown,no,none,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,one,pendant,brown,several,urban
edible,convex,smooth,yellow,bruises,anise,close,broad,black,enlarging,club,smooth,smooth,white,white,one,pendant,black,scattered,meadows
edible,bell,scaly,white,bruises,anise,close,broad,brown,enlarging,club,smooth,smooth,white,white,one,pendant,black,numerous,meadows
edible,flat,scaly,brown,bruises,almond,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,one,pendant,black,scattered,grasses
edible,bell,scaly,yellow,bruises,almond,close,broad,gray,enlarging,club,smooth,smooth,white,white,one,pendant,black,scattered,meadows
edible,bell,scaly,white,bruises,almond,close,broad,gray,enlarging,club,smooth,smooth,white,white,one,pendant,black,scattered,grasses
edible,convex,scaly,brown,bruises,anise,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,one,pendant,brown,solitary,paths
edible,flat,fibrous,gray,no,none,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,one,pendant,brown,solitary,urban
edible,convex,fibrous,gray,no,none,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,one,pendant,black,solitary,urban
edible,bell,scaly,yellow,bruises,anise,close,broad,brown,enlarging,club,smooth,smooth,white,white,one,pendant,black,scattered,grasses
edible,convex,smooth,yellow,bruises,anise,close,broad,brown,enlarging,club,smooth,smooth,white,white,one,pendant,black,scattered,meadows
edible,bell,scaly,white,bruises,anise,close,broad,black,enlarging,club,smooth,smooth,white,white,one,pendant,brown,scattered,grasses
edible,convex,smooth,white,bruises,almond,close,broad,gray,enlarging,club,smooth,smooth,white,white,one,pendant,black,scattered,meadows
edible,bell,smooth,yellow,bruises,almond,close,broad,gray,enlarging,club,smooth,smooth,white,white,one,pendant,brown,numerous,meadows
edible,convex,smooth,yellow,bruises,almond,close,broad,black,enlarging,club,smooth,smooth,white,white,one,pendant,black,scattered,meadows
edible,convex,fibrous,gray,no,none,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,one,evanescent,black,scattered,grasses
edible,flat,smooth,yellow,bruises,almond,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,one,pendant,brown,several,woods
poisonous,convex,scaly,white,bruises,pungent,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,one,pendant,black,scattered,grasses
edible,convex,scaly,white,bruises,anise,close,broad,gray,enlarging,club,smooth,smooth,white,white,one,pendant,black,scattered,grasses
edible,convex,fibrous,brown,bruises,none,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,one,pendant,brown,solitary,woods
edible,bell,scaly,white,bruises,anise,close,broad,black,enlarging,club,smooth,smooth,white,white,one,pendant,brown,scattered,meadows
edible,convex,smooth,yellow,bruises,anise,close,broad,gray,enlarging,club,smooth,smooth,white,white,one,pendant,brown,numerous,meadows
edible,flat,scaly,brown,bruises,almond,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,one,pendant,black,solitary,grasses
edible,convex,fibrous,white,no,none,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,one,evanescent,brown,scattered,grasses
edible,convex,smooth,yellow,bruises,anise,close,broad,white,enlarging,club,smooth,smooth,white,white,one,pendant,black,scattered,grasses
poisonous,convex,scaly,white,bruises,pungent,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,one,pendant,brown,several,grasses
edible,convex,scaly,yellow,bruises,anise,close,broad,brown,enlarging,club,smooth,smooth,white,white,one,pendant,black,scattered,grasses
edible,convex,fibrous,white,bruises,almond,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,one,pendant,brown,several,woods
edible,bell,smooth,yellow,bruises,almond,close,broad,gray,enlarging,club,smooth,smooth,white,white,one,pendant,brown,numerous,grasses
poisonous,convex,scaly,white,bruises,pungent,close,narrow,black,enlarging,equal,smooth,smooth,white,white,one,pendant,black,several,urban
edible,convex,smooth,yellow,bruises,almond,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,one,pendant,brown,several,woods
edible,convex,scaly,white,bruises,almond,close,broad,black,enlarging,club,smooth,smooth,white,white,one,pendant,black,numerous,meadows
edible,convex,fibrous,white,bruises,anise,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white,one,pendant,brown,several,woods
edible,flat,smooth,white,bruises,anise,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,one,pendant,brown,several,woods
edible,convex,scaly,yellow,bruises,anise,close,broad,black,enlarging,club,smooth,smooth,white,white,one,pendant,brown,scattered,meadows
edible,flat,fibrous,yellow,bruises,almond,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,one,pendant,purple,several,woods
edible,convex,smooth,white,bruises,almond,close,broad,white,enlarging,club,smooth,smooth,white,white,one,pendant,black,scattered,grasses
edible,bell,scaly,yellow,bruises,almond,close,broad,brown,enlarging,club,smooth,smooth,white,white,one,pendant,black,scattered,meadows
edible,convex,scaly,brown,bruises,anise,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,one,pendant,brown,scattered,paths
edible,bell,scaly,white,bruises,anise,close,broad,black,enlarging,club,smooth,smooth,white,white,one,pendant,black,numerous,grasses
edible,convex,smooth,yellow,bruises,almond,close,broad,brown,enlarging,club,smooth,smooth,white,white,one,pendant,brown,scattered,meadows
poisonous,convex,scaly,brown,bruises,pungent,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,one,pendant,brown,several,urban
edible,bell,smooth,yellow,bruises,anise,close,broad,white,enlarging,club,smooth,smooth,white,white,one,pendant,black,numerous,grasses
edible,bell,scaly,white,bruises,almond,close,broad,gray,enlarging,club,smooth,smooth,white,white,one,pendant,black,numerous,grasses
poisonous,convex,scaly,brown,bruises,pungent,close,narrow,white,enlarging,equal,smooth,smooth,white,white,one,pendant,black,several,urban
edible,bell,smooth,white,bruises,anise,close,broad,brown,enlarging,club,smooth,smooth,white,white,one,pendant,black,scattered,meadows
edible,bell,scaly,yellow,bruises,anise,close,broad,white,enlarging,club,smooth,smooth,white,white,one,pendant,brown,numerous,meadows
edible,bell,scaly,yellow,bruises,almond,close,broad,brown,enlarging,club,smooth,smooth,white,white,one,pendant,black,scattered,grasses
